country,year,sex,age,suicides_no,population,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,1.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,1.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,1.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,1.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,1.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,0.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Turks and Caicos Islands,1905,female,15-24 years,0.00,,
Turks and Caicos Islands,1905,female,25-34 years,0.00,,
Turks and Caicos Islands,1905,female,35-54 years,0.00,,
Turks and Caicos Islands,1905,female,5-14 years,0.00,,
Turks and Caicos Islands,1905,female,55-74 years,0.00,,
Turks and Caicos Islands,1905,female,75+ years,0.00,,
Turks and Caicos Islands,1905,male,15-24 years,0.00,,
Turks and Caicos Islands,1905,male,25-34 years,0.00,,
Turks and Caicos Islands,1905,male,35-54 years,1.00,,
Turks and Caicos Islands,1905,male,5-14 years,0.00,,
Turks and Caicos Islands,1905,male,55-74 years,0.00,,
Turks and Caicos Islands,1905,male,75+ years,0.00,,
Ukraine,1905,female,15-24 years,122.00,3890000.00,
Ukraine,1905,female,25-34 years,206.00,3725600.00,
Ukraine,1905,female,35-54 years,912.00,7130800.00,
Ukraine,1905,female,5-14 years,5.00,3493600.00,
Ukraine,1905,female,55-74 years,970.00,5730400.00,
Ukraine,1905,female,75+ years,314.00,1467800.00,
Ukraine,1905,male,15-24 years,748.00,4020900.00,
Ukraine,1905,male,25-34 years,1736.00,3622500.00,
Ukraine,1905,male,35-54 years,4608.00,6286600.00,
Ukraine,1905,male,5-14 years,40.00,3610100.00,
Ukraine,1905,male,55-74 years,1792.00,3011500.00,
Ukraine,1905,male,75+ years,430.00,556000.00,
Ukraine,1905,female,15-24 years,126.00,3826200.00,
Ukraine,1905,female,25-34 years,247.00,3811500.00,
Ukraine,1905,female,35-54 years,897.00,7014500.00,
Ukraine,1905,female,5-14 years,4.00,3505300.00,
Ukraine,1905,female,55-74 years,995.00,5825400.00,
Ukraine,1905,female,75+ years,386.00,1522200.00,
Ukraine,1905,male,15-24 years,718.00,3954100.00,
Ukraine,1905,male,25-34 years,1789.00,3722100.00,
Ukraine,1905,male,35-54 years,4724.00,6223500.00,
Ukraine,1905,male,5-14 years,48.00,3622300.00,
Ukraine,1905,male,55-74 years,2126.00,3121200.00,
Ukraine,1905,male,75+ years,468.00,574800.00,
Ukraine,1905,female,15-24 years,,3703300.00,
Ukraine,1905,female,25-34 years,,3877700.00,
Ukraine,1905,female,35-54 years,,6908000.00,
Ukraine,1905,female,5-14 years,,3528900.00,
Ukraine,1905,female,55-74 years,,5964800.00,
Ukraine,1905,female,75+ years,,1601600.00,
Ukraine,1905,male,15-24 years,,3818100.00,
Ukraine,1905,male,25-34 years,,3805300.00,
Ukraine,1905,male,35-54 years,,6159700.00,
Ukraine,1905,male,5-14 years,,3650700.00,
Ukraine,1905,male,55-74 years,,3318200.00,
Ukraine,1905,male,75+ years,,598300.00,
Ukraine,1905,female,15-24 years,117.00,3579500.00,
Ukraine,1905,female,25-34 years,204.00,3921300.00,
Ukraine,1905,female,35-54 years,763.00,6836100.00,
Ukraine,1905,female,5-14 years,11.00,3556100.00,
Ukraine,1905,female,55-74 years,1028.00,6084100.00,
Ukraine,1905,female,75+ years,393.00,1678800.00,
Ukraine,1905,male,15-24 years,614.00,3679300.00,
Ukraine,1905,male,25-34 years,1573.00,3859900.00,
Ukraine,1905,male,35-54 years,4064.00,6125800.00,
Ukraine,1905,male,5-14 years,35.00,3682400.00,
Ukraine,1905,male,55-74 years,2065.00,3505500.00,
Ukraine,1905,male,75+ years,472.00,618800.00,
Ukraine,1905,female,15-24 years,116.00,3507700.00,
Ukraine,1905,female,25-34 years,210.00,3943900.00,
Ukraine,1905,female,35-54 years,683.00,6837700.00,
Ukraine,1905,female,5-14 years,15.00,3563700.00,
Ukraine,1905,female,55-74 years,1023.00,6106500.00,
Ukraine,1905,female,75+ years,485.00,1737000.00,
Ukraine,1905,male,15-24 years,510.00,3599300.00,
Ukraine,1905,male,25-34 years,1266.00,3883300.00,
Ukraine,1905,male,35-54 years,2910.00,6147000.00,
Ukraine,1905,male,5-14 years,52.00,3688600.00,
Ukraine,1905,male,55-74 years,1687.00,3594600.00,
Ukraine,1905,male,75+ years,513.00,634300.00,
Ukraine,1905,female,15-24 years,128.00,3459900.00,
Ukraine,1905,female,25-34 years,176.00,3953000.00,
Ukraine,1905,female,35-54 years,770.00,6881800.00,
Ukraine,1905,female,5-14 years,9.00,3560800.00,
Ukraine,1905,female,55-74 years,1024.00,6070300.00,
Ukraine,1905,female,75+ years,486.00,1816100.00,
Ukraine,1905,male,15-24 years,488.00,3543900.00,
Ukraine,1905,male,25-34 years,1383.00,3890300.00,
Ukraine,1905,male,35-54 years,3093.00,6206800.00,
Ukraine,1905,male,5-14 years,53.00,3683900.00,
Ukraine,1905,male,55-74 years,1934.00,3652600.00,
Ukraine,1905,male,75+ years,506.00,654800.00,
Ukraine,1905,female,15-24 years,182.00,3427500.00,
Ukraine,1905,female,25-34 years,179.00,3961000.00,
Ukraine,1905,female,35-54 years,656.00,6963500.00,
Ukraine,1905,female,5-14 years,15.00,3578200.00,
Ukraine,1905,female,55-74 years,1000.00,5995800.00,
Ukraine,1905,female,75+ years,476.00,1881000.00,
Ukraine,1905,male,15-24 years,494.00,3509600.00,
Ukraine,1905,male,25-34 years,1383.00,3895600.00,
Ukraine,1905,male,35-54 years,3002.00,6294000.00,
Ukraine,1905,male,5-14 years,69.00,3698600.00,
Ukraine,1905,male,55-74 years,1773.00,3672700.00,
Ukraine,1905,male,75+ years,522.00,672400.00,
Ukraine,1905,female,15-24 years,180.00,3422300.00,
Ukraine,1905,female,25-34 years,216.00,3945800.00,
Ukraine,1905,female,35-54 years,759.00,7074400.00,
Ukraine,1905,female,5-14 years,13.00,3612500.00,
Ukraine,1905,female,55-74 years,923.00,5897500.00,
Ukraine,1905,female,75+ years,500.00,1931900.00,
Ukraine,1905,male,15-24 years,573.00,3509000.00,
Ukraine,1905,male,25-34 years,1578.00,3878600.00,
Ukraine,1905,male,35-54 years,3547.00,6392000.00,
Ukraine,1905,male,5-14 years,61.00,3733100.00,
Ukraine,1905,male,55-74 years,1948.00,3678800.00,
Ukraine,1905,male,75+ years,589.00,685800.00,
Ukraine,1905,female,15-24 years,165.00,3454600.00,
Ukraine,1905,female,25-34 years,203.00,3904100.00,
Ukraine,1905,female,35-54 years,704.00,7140700.00,
Ukraine,1905,female,5-14 years,6.00,3638400.00,
Ukraine,1905,female,55-74 years,886.00,5866100.00,
Ukraine,1905,female,75+ years,452.00,1956100.00,
Ukraine,1905,male,15-24 years,613.00,3544600.00,
Ukraine,1905,male,25-34 years,1490.00,3837800.00,
Ukraine,1905,male,35-54 years,3570.00,6444100.00,
Ukraine,1905,male,5-14 years,59.00,3763100.00,
Ukraine,1905,male,55-74 years,2003.00,3733600.00,
Ukraine,1905,male,75+ years,494.00,688400.00,
Ukraine,1905,female,15-24 years,137.00,3495000.00,
Ukraine,1905,female,25-34 years,189.00,3862900.00,
Ukraine,1905,female,35-54 years,677.00,7148300.00,
Ukraine,1905,female,5-14 years,19.00,3665700.00,
Ukraine,1905,female,55-74 years,867.00,5958600.00,
Ukraine,1905,female,75+ years,473.00,1920400.00,
Ukraine,1905,male,15-24 years,618.00,3586700.00,
Ukraine,1905,male,25-34 years,1465.00,3801300.00,
Ukraine,1905,male,35-54 years,3634.00,6449100.00,
Ukraine,1905,male,5-14 years,64.00,3793000.00,
Ukraine,1905,male,55-74 years,2075.00,3852600.00,
Ukraine,1905,male,75+ years,482.00,667000.00,
Ukraine,1905,female,15-24 years,189.00,3534200.00,
Ukraine,1905,female,25-34 years,229.00,3822300.00,
Ukraine,1905,female,35-54 years,816.00,7111100.00,
Ukraine,1905,female,5-14 years,13.00,3704800.00,
Ukraine,1905,female,55-74 years,920.00,6140300.00,
Ukraine,1905,female,75+ years,371.00,1858400.00,
Ukraine,1905,male,15-24 years,623.00,3628400.00,
Ukraine,1905,male,25-34 years,1589.00,3768500.00,
Ukraine,1905,male,35-54 years,3995.00,6422200.00,
Ukraine,1905,male,5-14 years,68.00,3833300.00,
Ukraine,1905,male,55-74 years,2323.00,4028200.00,
Ukraine,1905,male,75+ years,530.00,635600.00,
Ukraine,1905,female,15-24 years,152.00,3565100.00,
Ukraine,1905,female,25-34 years,229.00,3766200.00,
Ukraine,1905,female,35-54 years,779.00,7042800.00,
Ukraine,1905,female,5-14 years,20.00,3738000.00,
Ukraine,1905,female,55-74 years,940.00,6338500.00,
Ukraine,1905,female,75+ years,485.00,1795100.00,
Ukraine,1905,male,15-24 years,795.00,3668700.00,
Ukraine,1905,male,25-34 years,1691.00,3714200.00,
Ukraine,1905,male,35-54 years,4100.00,6371900.00,
Ukraine,1905,male,5-14 years,65.00,3869500.00,
Ukraine,1905,male,55-74 years,2654.00,4202500.00,
Ukraine,1905,male,75+ years,559.00,608000.00,
Ukraine,1905,female,15-24 years,175.00,3582800.00,
Ukraine,1905,female,25-34 years,232.00,3673200.00,
Ukraine,1905,female,35-54 years,761.00,6981000.00,
Ukraine,1905,female,5-14 years,18.00,3735700.00,
Ukraine,1905,female,55-74 years,1087.00,6467700.00,
Ukraine,1905,female,75+ years,490.00,1751000.00,
Ukraine,1905,male,15-24 years,879.00,3699700.00,
Ukraine,1905,male,25-34 years,1763.00,3626300.00,
Ukraine,1905,male,35-54 years,4618.00,6326300.00,
Ukraine,1905,male,5-14 years,60.00,3870700.00,
Ukraine,1905,male,55-74 years,3174.00,4314500.00,
Ukraine,1905,male,75+ years,569.00,590100.00,
Ukraine,1905,female,15-24 years,187.00,3596300.00,
Ukraine,1905,female,25-34 years,243.00,3568500.00,
Ukraine,1905,female,35-54 years,752.00,6952800.00,
Ukraine,1905,female,5-14 years,16.00,3697600.00,
Ukraine,1905,female,55-74 years,1029.00,6535200.00,
Ukraine,1905,female,75+ years,405.00,1716300.00,
Ukraine,1905,male,15-24 years,948.00,3722600.00,
Ukraine,1905,male,25-34 years,1854.00,3534800.00,
Ukraine,1905,male,35-54 years,4986.00,6306200.00,
Ukraine,1905,male,5-14 years,68.00,3834000.00,
Ukraine,1905,male,55-74 years,3505.00,4375300.00,
Ukraine,1905,male,75+ years,548.00,575700.00,
Ukraine,1905,female,15-24 years,165.00,3595700.00,
Ukraine,1905,female,25-34 years,248.00,3485900.00,
Ukraine,1905,female,35-54 years,783.00,6949100.00,
Ukraine,1905,female,5-14 years,12.00,3643500.00,
Ukraine,1905,female,55-74 years,1079.00,6561400.00,
Ukraine,1905,female,75+ years,378.00,1692100.00,
Ukraine,1905,male,15-24 years,1023.00,3723000.00,
Ukraine,1905,male,25-34 years,1870.00,3471700.00,
Ukraine,1905,male,35-54 years,5203.00,6305700.00,
Ukraine,1905,male,5-14 years,76.00,3782500.00,
Ukraine,1905,male,55-74 years,3821.00,4397200.00,
Ukraine,1905,male,75+ years,502.00,566700.00,
Ukraine,1905,female,15-24 years,172.00,3582900.00,
Ukraine,1905,female,25-34 years,248.00,3431000.00,
Ukraine,1905,female,35-54 years,795.00,6985700.00,
Ukraine,1905,female,5-14 years,17.00,3572200.00,
Ukraine,1905,female,55-74 years,1152.00,6513400.00,
Ukraine,1905,female,75+ years,409.00,1699100.00,
Ukraine,1905,male,15-24 years,986.00,3702700.00,
Ukraine,1905,male,25-34 years,1859.00,3444700.00,
Ukraine,1905,male,35-54 years,4994.00,6339200.00,
Ukraine,1905,male,5-14 years,61.00,3713800.00,
Ukraine,1905,male,55-74 years,3735.00,4369600.00,
Ukraine,1905,male,75+ years,475.00,568700.00,
Ukraine,1905,female,15-24 years,196.00,3589900.00,
Ukraine,1905,female,25-34 years,219.00,3392600.00,
Ukraine,1905,female,35-54 years,814.00,7089100.00,
Ukraine,1905,female,5-14 years,25.00,3462400.00,
Ukraine,1905,female,55-74 years,1155.00,6376000.00,
Ukraine,1905,female,75+ years,432.00,1731300.00,
Ukraine,1905,male,15-24 years,1049.00,3701100.00,
Ukraine,1905,male,25-34 years,1830.00,3435200.00,
Ukraine,1905,male,35-54 years,4969.00,6430500.00,
Ukraine,1905,male,5-14 years,53.00,3605000.00,
Ukraine,1905,male,55-74 years,3589.00,4280900.00,
Ukraine,1905,male,75+ years,458.00,581400.00,
Ukraine,1905,female,15-24 years,158.00,3614400.00,
Ukraine,1905,female,25-34 years,247.00,3372900.00,
Ukraine,1905,female,35-54 years,765.00,7197600.00,
Ukraine,1905,female,5-14 years,14.00,3324800.00,
Ukraine,1905,female,55-74 years,1002.00,6200500.00,
Ukraine,1905,female,75+ years,451.00,1784000.00,
Ukraine,1905,male,15-24 years,1054.00,3720800.00,
Ukraine,1905,male,25-34 years,1800.00,3434800.00,
Ukraine,1905,male,35-54 years,4878.00,6525800.00,
Ukraine,1905,male,5-14 years,79.00,3467900.00,
Ukraine,1905,male,55-74 years,3489.00,4166600.00,
Ukraine,1905,male,75+ years,426.00,605300.00,
Ukraine,1905,female,15-24 years,196.00,3630400.00,
Ukraine,1905,female,25-34 years,251.00,3382900.00,
Ukraine,1905,female,35-54 years,774.00,7293800.00,
Ukraine,1905,female,5-14 years,21.00,3181200.00,
Ukraine,1905,female,55-74 years,956.00,6006000.00,
